Date,Volume
2023-02-20 00:00:00+00:00,24078509287
2023-02-21 00:00:00+00:00,25808639412
2023-02-22 00:00:00+00:00,25068413328
2023-02-23 00:00:00+00:00,25361158381
2023-02-24 00:00:00+00:00,22451645779
2023-02-25 00:00:00+00:00,13477350497
2023-02-26 00:00:00+00:00,13928279912
2023-02-27 00:00:00+00:00,18786316795
2023-02-28 00:00:00+00:00,17065954853
2023-03-01 00:00:00+00:00,20506535886
2023-03-02 00:00:00+00:00,17060581849
2023-03-03 00:00:00+00:00,21654522243
2023-03-04 00:00:00+00:00,9277951790
2023-03-05 00:00:00+00:00,11071808508
2023-03-06 00:00:00+00:00,14430654914
2023-03-07 00:00:00+00:00,19248736209
2023-03-08 00:00:00+00:00,19019540220
2023-03-09 00:00:00+00:00,25467815509
2023-03-10 00:00:00+00:00,25467815509
2023-03-11 00:00:00+00:00,32891431901
2023-03-12 00:00:00+00:00,25079185688
2023-03-13 00:00:00+00:00,24245969315
2023-03-14 00:00:00+00:00,40654919503
2023-03-15 00:00:00+00:00,44952948358
2023-03-16 00:00:00+00:00,36176824956
2023-03-17 00:00:00+00:00,27965747139
2023-03-18 00:00:00+00:00,41644471530
2023-03-19 00:00:00+00:00,29335293435
2023-03-20 00:00:00+00:00,30990701486
2023-03-21 00:00:00+00:00,36479012202
2023-03-22 00:00:00+00:00,29533868173
2023-03-23 00:00:00+00:00,27188488459
2023-03-24 00:00:00+00:00,19721706115
2023-03-25 00:00:00+00:00,21248309082
2023-03-26 00:00:00+00:00,10945452043
2023-03-27 00:00:00+00:00,11333626517
2023-03-28 00:00:00+00:00,14791755225
2023-03-29 00:00:00+00:00,14422428778
2023-03-30 00:00:00+00:00,16802919368
2023-03-31 00:00:00+00:00,18112820817
2023-04-01 00:00:00+00:00,15391930414
2023-04-02 00:00:00+00:00,8810430061
2023-04-03 00:00:00+00:00,9998642108
2023-04-04 00:00:00+00:00,15745467244
2023-04-05 00:00:00+00:00,12228563444
2023-04-06 00:00:00+00:00,13682965923
2023-04-07 00:00:00+00:00,11125432688
2023-04-08 00:00:00+00:00,8744608628
2023-04-09 00:00:00+00:00,7546295569
2023-04-10 00:00:00+00:00,9794523775
2023-04-11 00:00:00+00:00,15560993288
2023-04-12 00:00:00+00:00,16188116939
2023-04-13 00:00:00+00:00,14931112381
2023-04-14 00:00:00+00:00,13962371325
2023-04-15 00:00:00+00:00,18240366979
2023-04-16 00:00:00+00:00,9611762161
2023-04-17 00:00:00+00:00,10366792409
2023-04-18 00:00:00+00:00,14443622198
2023-04-19 00:00:00+00:00,15678845723
2023-04-20 00:00:00+00:00,19770699254
2023-04-21 00:00:00+00:00,17154192591
2023-04-22 00:00:00+00:00,16694419711
2023-04-23 00:00:00+00:00,10555479504
2023-04-24 00:00:00+00:00,10271252640
2023-04-25 00:00:00+00:00,14162630664
2023-04-26 00:00:00+00:00,14284622198
2023-04-27 00:00:00+00:00,25542228401
2023-04-28 00:00:00+00:00,21727725102
2023-04-29 00:00:00+00:00,13958516620
2023-04-30 00:00:00+00:00,8479566580
2023-05-01 00:00:00+00:00,11667546281
2023-05-02 00:00:00+00:00,14942650535
2023-05-03 00:00:00+00:00,13170939709
2023-05-04 00:00:00+00:00,15214581149
2023-05-05 00:00:00+00:00,12357872001
2023-05-06 00:00:00+00:00,14191447302
2023-05-07 00:00:00+00:00,12591083172
2023-05-08 00:00:00+00:00,8948017727
2023-05-09 00:00:00+00:00,15161708978
2023-05-10 00:00:00+00:00,11191767347
2023-05-11 00:00:00+00:00,16359819693
2023-05-12 00:00:00+00:00,13371213329
2023-05-13 00:00:00+00:00,15515425969
2023-05-14 00:00:00+00:00,8025335130
2023-05-15 00:00:00+00:00,8043273736
2023-05-16 00:00:00+00:00,11507610742
2023-05-17 00:00:00+00:00,10198599685
2023-05-18 00:00:00+00:00,12129265148
2023-05-19 00:00:00+00:00,12264893286
2023-05-20 00:00:00+00:00,9045906284
2023-05-21 00:00:00+00:00,5660156539
2023-05-22 00:00:00+00:00,6939024587
2023-05-23 00:00:00+00:00,8892330271
2023-05-24 00:00:00+00:00,11031700017
2023-05-25 00:00:00+00:00,13176261216
2023-05-26 00:00:00+00:00,11245768071
2023-05-27 00:00:00+00:00,10296144629
2023-05-28 00:00:00+00:00,6392366532
2023-05-29 00:00:00+00:00,11781723230
2023-05-30 00:00:00+00:00,12295235877
2023-05-31 00:00:00+00:00,10675469072
2023-06-01 00:00:00+00:00,12580238968
2023-06-02 00:00:00+00:00,11718500982
2023-06-03 00:00:00+00:00,11915690588
2023-06-04 00:00:00+00:00,6735152562
2023-06-05 00:00:00+00:00,7530760351
2023-06-06 00:00:00+00:00,17304539640
2023-06-07 00:00:00+00:00,17643582345
2023-06-08 00:00:00+00:00,15692801354
2023-06-09 00:00:00+00:00,9479692538
2023-06-10 00:00:00+00:00,8766858960
2023-06-11 00:00:00+00:00,15809176700
2023-06-12 00:00:00+00:00,8531651886
2023-06-13 00:00:00+00:00,9331451560
2023-06-14 00:00:00+00:00,11218985836
2023-06-15 00:00:00+00:00,11258689915
2023-06-16 00:00:00+00:00,12387368589
2023-06-17 00:00:00+00:00,12729763808
2023-06-18 00:00:00+00:00,8648064805
2023-06-19 00:00:00+00:00,7454565345
2023-06-20 00:00:00+00:00,10026393358
2023-06-21 00:00:00+00:00,17399637651
2023-06-22 00:00:00+00:00,26112014451
2023-06-23 00:00:00+00:00,16202569630
2023-06-24 00:00:00+00:00,18964749586
2023-06-25 00:00:00+00:00,9554687567
2023-06-26 00:00:00+00:00,9979854112
2023-06-27 00:00:00+00:00,12975652020
2023-06-28 00:00:00+00:00,12889680542
2023-06-29 00:00:00+00:00,11526275689
2023-06-30 00:00:00+00:00,10449970991
2023-07-01 00:00:00+00:00,20766783590
2023-07-02 00:00:00+00:00,7151150412
2023-07-03 00:00:00+00:00,8298184600
2023-07-04 00:00:00+00:00,12032229391
2023-07-05 00:00:00+00:00,10072987852
2023-07-06 00:00:00+00:00,9824559492
2023-07-07 00:00:00+00:00,16581155010
2023-07-08 00:00:00+00:00,10425491167
2023-07-09 00:00:00+00:00,5849107635
2023-07-10 00:00:00+00:00,6156297106
2023-07-11 00:00:00+00:00,11526649074
2023-07-12 00:00:00+00:00,9395267351
2023-07-13 00:00:00+00:00,11392481371
2023-07-14 00:00:00+00:00,18041805222
2023-07-15 00:00:00+00:00,15978851155
2023-07-16 00:00:00+00:00,6119984812
2023-07-17 00:00:00+00:00,6506348659
2023-07-18 00:00:00+00:00,10128785597
2023-07-19 00:00:00+00:00,10080687541
2023-07-20 00:00:00+00:00,9374961215
2023-07-21 00:00:00+00:00,11384677823
2023-07-22 00:00:00+00:00,8535151641
2023-07-23 00:00:00+00:00,6124223250
2023-07-24 00:00:00+00:00,7174268624
2023-07-25 00:00:00+00:00,12016466269
2023-07-26 00:00:00+00:00,7962950045
2023-07-27 00:00:00+00:00,10441330350
2023-07-28 00:00:00+00:00,8418828784
2023-07-29 00:00:00+00:00,8733044263
2023-07-30 00:00:00+00:00,5045751459
2023-07-31 00:00:00+00:00,6751733480
2023-08-01 00:00:00+00:00,9084281736
2023-08-02 00:00:00+00:00,14280952725
2023-08-03 00:00:00+00:00,15105700700
2023-08-04 00:00:00+00:00,10050805620
2023-08-05 00:00:00+00:00,9441985762
2023-08-06 00:00:00+00:00,5176002707
2023-08-07 00:00:00+00:00,5702378447
2023-08-08 00:00:00+00:00,10654538069
2023-08-09 00:00:00+00:00,13787830344
2023-08-10 00:00:00+00:00,14449593607
2023-08-11 00:00:00+00:00,9364699644
2023-08-12 00:00:00+00:00,8031488431
2023-08-13 00:00:00+00:00,4879754185
2023-08-14 00:00:00+00:00,5774251112
2023-08-15 00:00:00+00:00,11046813830
2023-08-16 00:00:00+00:00,9952561511
2023-08-17 00:00:00+00:00,11745493442
2023-08-18 00:00:00+00:00,24413062941
2023-08-19 00:00:00+00:00,18867779520
2023-08-20 00:00:00+00:00,8348862194
2023-08-21 00:00:00+00:00,7092287850
2023-08-22 00:00:00+00:00,10479450379
2023-08-23 00:00:00+00:00,11392432081
2023-08-24 00:00:00+00:00,13352762874
2023-08-25 00:00:00+00:00,10221656854
2023-08-26 00:00:00+00:00,9863289704
2023-08-27 00:00:00+00:00,4796768509
2023-08-28 00:00:00+00:00,5491896786
2023-08-29 00:00:00+00:00,8724850402
2023-08-30 00:00:00+00:00,23242380148
2023-08-31 00:00:00+00:00,12857324762
2023-09-01 00:00:00+00:00,15926826164
2023-09-02 00:00:00+00:00,13667175152
2023-09-03 00:00:00+00:00,8023818511
2023-09-04 00:00:00+00:00,7120125244
2023-09-05 00:00:00+00:00,8461669079
2023-09-06 00:00:00+00:00,8826431533
2023-09-07 00:00:00+00:00,10203375768
2023-09-08 00:00:00+00:00,8888131941
2023-09-09 00:00:00+00:00,8678180902
2023-09-10 00:00:00+00:00,4397362337
2023-09-11 00:00:00+00:00,6325409112
2023-09-12 00:00:00+00:00,11672500770
2023-09-13 00:00:00+00:00,14936271536
2023-09-14 00:00:00+00:00,10466354587
2023-09-15 00:00:00+00:00,11137245205
2023-09-16 00:00:00+00:00,9268313925
2023-09-17 00:00:00+00:00,5976126291
2023-09-18 00:00:00+00:00,5464213810
2023-09-19 00:00:00+00:00,12610198769
2023-09-20 00:00:00+00:00,11141756890
2023-09-21 00:00:00+00:00,10773933974
2023-09-22 00:00:00+00:00,10877375284
2023-09-23 00:00:00+00:00,8642063812
2023-09-24 00:00:00+00:00,6050084428
2023-09-25 00:00:00+00:00,6692884699
2023-09-26 00:00:00+00:00,9824389769
2023-09-27 00:00:00+00:00,8221120549
2023-09-28 00:00:00+00:00,9656484987
2023-09-29 00:00:00+00:00,11536053238
2023-09-30 00:00:00+00:00,8520273856
2023-10-01 00:00:00+00:00,4370889969
2023-10-02 00:00:00+00:00,7794552349
2023-10-03 00:00:00+00:00,16371101580
2023-10-04 00:00:00+00:00,9445750001
2023-10-05 00:00:00+00:00,9181144163
2023-10-06 00:00:00+00:00,9745702340
2023-10-07 00:00:00+00:00,11024997470
2023-10-08 00:00:00+00:00,5353791335
2023-10-09 00:00:00+00:00,6478743226
2023-10-10 00:00:00+00:00,9802640351
2023-10-11 00:00:00+00:00,8115475020
2023-10-12 00:00:00+00:00,11082266247
2023-10-13 00:00:00+00:00,7709699949
2023-10-14 00:00:00+00:00,12507470452
2023-10-15 00:00:00+00:00,4444172603
2023-10-16 00:00:00+00:00,5839797242
2023-10-17 00:00:00+00:00,22792827491
2023-10-18 00:00:00+00:00,12212352875
2023-10-19 00:00:00+00:00,10479859510
2023-10-20 00:00:00+00:00,11905763427
2023-10-21 00:00:00+00:00,17725200190
2023-10-22 00:00:00+00:00,9498110072
2023-10-23 00:00:00+00:00,8588533325
2023-10-24 00:00:00+00:00,31319406618
2023-10-25 00:00:00+00:00,36946410473
2023-10-26 00:00:00+00:00,20867365173
2023-10-27 00:00:00+00:00,16008106126
2023-10-28 00:00:00+00:00,13537291988
2023-10-29 00:00:00+00:00,8377578858
2023-10-30 00:00:00+00:00,9213517070
2023-10-31 00:00:00+00:00,14128051732
2023-11-01 00:00:00+00:00,12969135668
2023-11-02 00:00:00+00:00,18426212027
2023-11-03 00:00:00+00:00,17226070342
2023-11-04 00:00:00+00:00,13865422850
2023-11-05 00:00:00+00:00,7726300230
2023-11-06 00:00:00+00:00,10032774113
2023-11-07 00:00:00+00:00,10283168632
2023-11-08 00:00:00+00:00,15324131012
2023-11-09 00:00:00+00:00,14078520645
2023-11-10 00:00:00+00:00,30912712425
2023-11-11 00:00:00+00:00,18580767361
2023-11-12 00:00:00+00:00,11391864767
2023-11-13 00:00:00+00:00,9440897335
2023-11-14 00:00:00+00:00,15518924218
2023-11-15 00:00:00+00:00,19095537377
2023-11-16 00:00:00+00:00,22030389523
2023-11-17 00:00:00+00:00,20949703126
2023-11-18 00:00:00+00:00,18018015912
2023-11-19 00:00:00+00:00,9541647369
2023-11-20 00:00:00+00:00,10371446790
2023-11-21 00:00:00+00:00,16699308509
2023-11-22 00:00:00+00:00,20067097913
2023-11-23 00:00:00+00:00,19534754376
2023-11-24 00:00:00+00:00,11342149827
2023-11-25 00:00:00+00:00,18189940106
2023-11-26 00:00:00+00:00,7221310482
2023-11-27 00:00:00+00:00,10908887275
2023-11-28 00:00:00+00:00,15040207613
2023-11-29 00:00:00+00:00,17065899326
2023-11-30 00:00:00+00:00,16327544545
2023-12-01 00:00:00+00:00,14343166201
2023-12-02 00:00:00+00:00,18515470941
2023-12-03 00:00:00+00:00,12232493819
2023-12-04 00:00:00+00:00,12406098945
2023-12-05 00:00:00+00:00,31547521722
2023-12-06 00:00:00+00:00,28831741764
2023-12-07 00:00:00+00:00,23819206924
2023-12-08 00:00:00+00:00,21954981343
2023-12-09 00:00:00+00:00,19462164732
2023-12-10 00:00:00+00:00,13841421414
2023-12-11 00:00:00+00:00,10355572475
2023-12-12 00:00:00+00:00,32368027178
2023-12-13 00:00:00+00:00,19715180925
2023-12-14 00:00:00+00:00,21232848357
2023-12-15 00:00:00+00:00,20029293634
2023-12-16 00:00:00+00:00,15477530373
2023-12-17 00:00:00+00:00,11337951402
2023-12-18 00:00:00+00:00,13162298591
2023-12-19 00:00:00+00:00,19936169687
2023-12-20 00:00:00+00:00,18201377610
2023-12-21 00:00:00+00:00,22049489983
2023-12-22 00:00:00+00:00,17701648583
2023-12-23 00:00:00+00:00,16559189257
2023-12-24 00:00:00+00:00,10636903509
2023-12-25 00:00:00+00:00,14855876051
2023-12-26 00:00:00+00:00,16621108284
2023-12-27 00:00:00+00:00,23594318803
2023-12-28 00:00:00+00:00,19735110181
2023-12-29 00:00:00+00:00,18054977889
2023-12-30 00:00:00+00:00,20409782528
2023-12-31 00:00:00+00:00,12569794878
2024-01-01 00:00:00+00:00,12880989600
2024-01-02 00:00:00+00:00,14477892693
2024-01-03 00:00:00+00:00,31161207811
2024-01-04 00:00:00+00:00,36567290561
2024-01-05 00:00:00+00:00,24010177252
2024-01-06 00:00:00+00:00,25411430342
2024-01-07 00:00:00+00:00,12646374312
2024-01-08 00:00:00+00:00,15200210146
2024-01-09 00:00:00+00:00,33548408387
2024-01-10 00:00:00+00:00,31326533555
2024-01-11 00:00:00+00:00,39322431324
2024-01-12 00:00:00+00:00,35865584791
2024-01-13 00:00:00+00:00,33997102249
2024-01-14 00:00:00+00:00,16163395649
2024-01-15 00:00:00+00:00,13757686290
2024-01-16 00:00:00+00:00,17553045531
2024-01-17 00:00:00+00:00,19041456519
2024-01-18 00:00:00+00:00,16447785891
2024-01-19 00:00:00+00:00,19839231206
2024-01-20 00:00:00+00:00,20271110301
2024-01-21 00:00:00+00:00,9120510092
2024-01-22 00:00:00+00:00,7357855037
2024-01-23 00:00:00+00:00,24663845357
2024-01-24 00:00:00+00:00,23043216327
2024-01-25 00:00:00+00:00,17580937681
2024-01-26 00:00:00+00:00,14553087920
2024-01-27 00:00:00+00:00,20141727049
2024-01-28 00:00:00+00:00,8988073323
2024-01-29 00:00:00+00:00,13278362126
2024-01-30 00:00:00+00:00,16258381725
2024-01-31 00:00:00+00:00,18782749364
2024-02-01 00:00:00+00:00,19459498862
2024-02-02 00:00:00+00:00,16808012970
2024-02-03 00:00:00+00:00,14726392865
2024-02-04 00:00:00+00:00,8841328806
2024-02-05 00:00:00+00:00,11727980883
2024-02-06 00:00:00+00:00,14932151556
2024-02-07 00:00:00+00:00,13328751358
2024-02-08 00:00:00+00:00,16731665973
2024-02-09 00:00:00+00:00,20723223301
2024-02-10 00:00:00+00:00,31132120024
2024-02-11 00:00:00+00:00,12984935230
2024-02-12 00:00:00+00:00,15285514879
2024-02-13 00:00:00+00:00,27331042406
2024-02-14 00:00:00+00:00,28270101466
2024-02-15 00:00:00+00:00,31117192649
2024-02-16 00:00:00+00:00,30609535628
2024-02-17 00:00:00+00:00,22361984665
2024-02-18 00:00:00+00:00,15877713941
2024-02-19 00:00:00+00:00,13952852681
2024-02-20 00:00:00+00:00,16970589213
2024-02-21 00:00:00+00:00,24082819072
